1,0,27.999999999999996,33,3772,-4893,1179,4,0,1,-1,0,0,0,0,0,0
2,625,34,24,4346,-4535,246,6,-1,2,0,0,0,0,0,0,0
3,1250,40,6,4794,-3977,-762,7,0,1,-1,-1,0,-2,0,0,0
4,1875,49,-5,5126,-3264,-1813,8,1,2,-1,0,0,0,0,0,0
5,2500,55.99999999999999,-16,5166,-2365,-2754,10,-1,1,0,0,0,-1,0,0,0
6,3125,60.00000000000001,-25,5024,-1463,-3522,13,0,2,1,0,1,0,0,0,0
7,3750,59,-30,4740,-558,-4148,13,0,1,0,0,0,0,0,0,0
8,4375,49,-35,4237,421,-4633,14,1,2,-1,0,1,0,0,0,0
9,5000,43,-46,3580,1449,-5016,12,0,1,0,-1,0,0,0,0,0
10,5625,41,-52,2727,2435,-5166,13,1,1,1,-1,1,1,0,0,0
11,6250,36,-56.99999999999999,1792,3258,-5064,7,1,0,0,0,0,0,0,0,0
12,6875,30.000000000000004,-60,884,3929.9999999999995,-4843,6,0,0,0,0,1,0,0,0,0
13,7500,19,-51,-70,4447,-4414,5,1,1,-1,0,0,0,0,0,0
14,8125,1,-43,-1086,4851,-3812,2,0,1,0,0,0,0,0,0,0
15,8750,-9,-42,-2125,5103,-3030,-1,1,1,-1,-2,0,-2,0,0,0
16,9375,-19,-37,-3027,5070,-2096,-3,0,1,-1,-1,1,-1,0,0,0
17,10000,-27,-33,-3767,4896,-1186,-5,1,0,-2,0,0,-1,0,0,0
18,10625,-33,-22,-4340,4541,-255,-5,0,0,-1,0,0,0,0,0,0
19,11250,-39,-5,-4785,3985,748,-6,0,2,0,-1,-1,0,0,0,0
20,11875,-48,5,-5123,3276,1799,-10,1,1,-1,0,0,-2,0,0,0
21,12500,-55.00000000000001,16,-5165,2377,2742,-10,1,0,-1,0,0,-1,0,0,0
22,13125,-57,26,-5025,1471,3515,-11,1,1,-1,0.9999999999999998,0,0,0,0,0
23,13750,-58,30,-4740,565,4144,-15,2,0,0,0,-1,-1,0,0,0
24,14375,-48,37,-4241,-416,4633,-14,1,1,-2,-1,-2,-1,0,0,0
25,15000,-45,47,-3580,-1443,5015,-12,2,1,-1,-1,1,0,0,0,0
26,15625,-41,54,-2734,-2430,5167,-11,1,1,-1,-1,0,-1,0,0,0
27,16250,-37,58.99999999999999,-1799,-3252,5068,-9,0,1,-1,0,0,0,0,0,0
28,16875,-30.000000000000004,61,-893,-3923.0000000000005,4846,-6,0,1,0,0,-1,-2,0,0,0
29,17500,-19,54,60,-4439,4418,-4,-1,2,0,0.9999999999999998,0,-2,0,0,0
30,18125,-1,46,1071,-4843,3817,-2,1,0,0,-1,-1,0,0,0,0
31,18750,8,44,2114,-5099,3037,0,0,0,0,-1,0,0,0,0,0
32,19375,18,38,3022,-5069,2103,2,0,1,-1,0,0,-1,0,0,0
33,20000,29,34,3764,-4897,1193,4,1,0,-1,0.9999999999999998,1,0,0,0,0
34,20625,34,24,4337,-4544,262,5,0,2,0,-1,0,-1,0,0,0
35,21250,40,6.999999999999999,4785,-3987,-743,7,1,1,-1,-1,0,-1,0,0,0
36,21875,50,-4,5123,-3281,-1791,9,1,1,0,0,0,0,0,0,0
37,22500,55.00000000000001,-13.999999999999998,5166,-2383,-2736,12,1,0,0,0,0,0,0,0,0
38,23125,60.00000000000001,-26,5028,-1480,-3508,12,1,1,-1,-1,-1,-1,0,0,0
39,23750,59,-31,4744,-573,-4138,13,1,0,0,0,0,0,0,0,0
40,24375,50,-37,4246,406,-4626,14,0,0,1,-1,-2,-1,0,0,0
41,25000,44,-46,3590,1432,-5011,13,1,1,-1,0.9999999999999998,1,0,0,0,0
42,25625,41,-53,2744,2422,-5167,11,1,1,-1,0,-1,0,0,0,0
43,26250,37,-57.99999999999999,1806,3247,-5069,9,1,1,0,0,-1,1,0,0,0
44,26875,30.000000000000004,-60,901,3921.9999999999995,-4850,6,1,2,0,0,0,-1,0,0,0
